"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Nationaal","7.885","5.548","4.972","4.413","4.053","4.052","3.584","3.412","3.022","819"
"Brussels Hoofdstedelijk Gewest","1.524","1.581","1.324","1.126","910","1.046","861","810","871","213"
"Brussel-Hoofdstad","1.524","1.581","1.324","1.126","910","1.046","861","810","871","213"
"Brussel (Brussel-Hoofdstad)","1.524","1.581","1.324","1.126","910","1.046","861","810","871","213"
"BRUSSEL HOOFDSTAD ELSENE","533","652","517","417","319","381","312","289","362","88"
"Brussel","460","525","422","354","265","330","262","242","307","76"
"Elsene","73","127","95","63","54","51","50","47","55","12"
"BRUSSEL-WEST","236","253","200","189","163","174","118","130","112","18"
"Ganshoren","29","14","12","12","18","12","12","8","11","1"
"Jette","40","53","38","32","34","30","24","19","36","4"
"Koekelberg","40","26","29","18","16","23","11","18","12","1"
"Sint-Agatha-Berchem","19","15","11","16","17","28","13","8","11","1"
"Sint-Jans-Molenbeek","108","145","110","111","78","81","58","77","42","11"
"Geen PZ toegekend - Eurostar","0","0","0","0","0","0","0","0","0","0"
"PZ POLBRUNO","278","173","160","166","105","127","140","104","159","33"
"Evere","63","22","21","20","16","19","19","8","18","1"
"Schaarbeek","162","125","110","122","67","82","89","76","110","25"
"Sint-Joost-ten-Node","53","26","29","24","22","26","32","20","31","7"
"UKKEL/W-B/OUDERGEM","137","102","91","69","62","60","49","42","40","14"
"Oudergem","39","22","15","12","12","19","13","8","9","2"
"Ukkel","92","69","61","50","48","31","31","25","21","8"
"Watermaal-Bosvoorde","6","11","15","7","2","10","5","9","10","4"
"ZONE MONTGOMERY","115","73","60","51","39","59","52","39","23","12"
"Etterbeek","42","31","26","19","16","23","18","12","6","1"
"Sint-Lambrechts-Woluwe","38","28","24","24","15","24","20","18","9","7"
"Sint-Pieters-Woluwe","35","14","10","8","8","12","14","9","8","4"
"ZONE ZUID","225","328","296","234","222","245","190","206","175","48"
"Anderlecht","119","154","139","122","131","149","91","112","98","30"
"Sint-Gillis","73","120","119","83","53","63","56","61","54","14"
"Vorst","33","54","38","29","38","33","43","33","23","4"
"Vlaams Gewest","2.530","1.677","1.646","1.463","1.289","1.200","1.071","1.091","910","255"
"Antwerpen","1.150","752","772","671","598","527","426","454","370","106"
"Antwerpen","1.150","752","772","671","598","527","426","454","370","106"
"ANTWERPEN","691","528","535","473","417","347","274","291","224","58"
"Antwerpen","691","528","535","473","417","347","274","291","224","58"
"BALEN - DESSEL - MOL","32","9","3","11","8","12","9","6","8","2"
"Balen","8","2","1","0","1","4","4","5","2","0"
"Dessel","2","3","0","0","1","2","0","0","1","0"
"Mol","22","4","2","11","6","6","5","1","5","2"
"BERLAAR - NIJLEN","5","2","0","2","2","2","1","2","1","1"
"Berlaar","0","1","0","1","0","1","0","1","0","1"
"Nijlen","5","1","0","1","2","1","1","1","1","0"
"BODUKAP","10","11","5","9","3","3","2","7","5","0"
"Bonheiden","3","2","0","0","2","0","1","1","2","0"
"Duffel","2","3","2","7","0","1","1","3","1","0"
"Putte","2","2","1","0","0","1","0","2","1","0"
"Sint-Katelijne-Waver","3","4","2","2","1","1","0","1","1","0"
"GRENS","8","10","7","7","4","8","3","1","2","1"
"Essen","1","6","5","6","2","2","0","1","1","1"
"Kalmthout","4","0","0","0","0","2","1","0","0","0"
"Wuustwezel","3","4","2","1","2","4","2","0","1","0"
"HEKLA","47","15","18","11","13","18","9","9","10","4"
"Aartselaar","8","1","7","0","3","4","2","1","0","0"
"Edegem","27","9","3","4","4","5","3","5","4","1"
"Hove","4","0","1","2","1","5","0","1","1","0"
"Kontich","8","5","7","5","5","4","3","1","4","1"
"Lint","0","0","0","0","0","0","1","1","1","2"
"MINOS","42","16","20","18","13","25","21","12","15","4"
"Boechout","4","1","4","1","3","3","1","2","4","2"
"Borsbeek","5","4","4","3","0","3","4","2","2","0"
"Mortsel","23","7","7","7","5","12","7","6","3","1"
"Wijnegem","8","3","4","4","3","4","6","0","2","0"
"Wommelgem","2","1","1","3","2","3","3","2","4","1"
"POLITIE REGIO TURNHOUT","42","19","26","23","20","13","11","17","15","2"
"Baarle-Hertog","2","1","2","0","0","0","0","0","0","0"
"Beerse","3","2","1","0","2","0","1","1","1","0"
"Kasterlee","3","0","1","4","2","0","0","4","1","1"
"Lille","3","3","2","4","1","0","0","0","0","0"
"Oud-Turnhout","2","1","1","1","0","1","1","0","1","0"
"Turnhout","27","10","18","10","14","12","9","9","11","1"
"Vosselaar","2","2","1","4","1","0","0","3","1","0"
"POLITIE ZARA","6","2","5","2","1","6","0","6","4","0"
"Ranst","5","1","5","1","0","4","0","4","2","0"
"Zandhoven","1","1","0","1","1","2","0","2","2","0"
"POLITIEZONE HEIST","6","1","3","7","2","5","8","3","8","0"
"Heist-op-den-Berg","6","1","3","7","2","5","8","3","8","0"
"POLITIEZONE KEMPEN N-O","2","3","3","2","3","1","7","2","1","0"
"Arendonk","1","0","1","0","1","0","1","0","0","0"
"Ravels","1","2","1","1","2","0","5","2","1","0"
"Retie","0","1","1","1","0","1","1","0","0","0"
"POLITIEZONE NOORD","6","4","5","9","3","0","2","2","1","1"
"Kapellen","4","4","4","8","1","0","1","1","0","0"
"Stabroek","2","0","1","1","2","0","1","1","1","1"
"POLITIEZONE NOORDERKEMPEN","4","4","3","1","6","4","2","7","1","2"
"Hoogstraten","2","2","2","1","5","4","2","4","0","2"
"Merksplas","0","0","1","0","0","0","0","1","0","0"
"Rijkevorsel","2","2","0","0","1","0","0","2","1","0"
"POLITIEZONE RUPEL","25","24","30","12","9","13","18","15","19","6"
"Boom","12","15","17","5","3","5","7","9","7","3"
"Hemiksem","4","5","5","5","2","2","1","2","3","3"
"Niel","1","1","1","0","1","2","2","1","4","0"
"Rumst","7","1","5","1","2","3","7","1","3","0"
"Schelle","1","2","2","1","1","1","1","2","2","0"
"PZ BRASSCHAAT","11","5","8","3","5","3","4","5","3","3"
"Brasschaat","11","5","8","3","5","3","4","5","3","3"
"PZ GEEL/LAAKDAL/MEERHOUT","34","5","9","6","9","6","5","12","7","2"
"Geel","21","4","8","4","5","2","2","9","6","2"
"Laakdal","8","1","0","2","3","3","1","1","1","0"
"Meerhout","5","0","1","0","1","1","2","2","0","0"
"PZ KLEIN-BRABANT","14","5","4","3","4","2","3","2","5","3"
"Bornem","5","2","2","3","2","1","1","0","4","1"
"Puurs-Sint-Amands","9","3","2","0","2","1","2","2","1","2"
"PZ LIER","21","17","7","7","4","8","8","5","3","2"
"Lier","21","17","7","7","4","8","8","5","3","2"
"PZ MEWI","66","48","41","42","32","28","20","28","21","8"
"Mechelen","58","42","33","35","25","27","16","25","20","6"
"Willebroek","8","6","8","7","7","1","4","3","1","2"
"PZ SCHOTEN","10","8","13","3","17","2","2","5","6","2"
"Schoten","10","8","13","3","17","2","2","5","6","2"
"PZ ZWIJNDRECHT","3","0","3","2","4","1","4","3","2","2"
"Zwijndrecht","3","0","3","2","4","1","4","3","2","2"
"VOORKEMPEN","23","8","13","13","12","13","6","10","5","1"
"Brecht","3","3","4","3","8","2","1","1","3","0"
"Malle","2","2","1","1","1","5","1","1","1","1"
"Schilde","14","2","4","7","2","6","3","5","0","0"
"Zoersel","4","1","4","2","1","0","1","3","1","0"
"ZONE NETELAND","34","6","8","4","3","2","5","2","4","2"
"Grobbendonk","2","0","1","1","1","1","1","0","0","0"
"Herentals","24","3","4","1","1","0","2","2","3","1"
"Herenthout","3","2","1","0","0","0","1","0","0","0"
"Olen","5","1","2","0","1","1","1","0","0","0"
"Vorselaar","0","0","0","2","0","0","0","0","1","1"
"ZUIDERKEMPEN","8","2","3","1","4","5","2","2","0","0"
"Herselt","2","0","0","0","1","1","1","1","0","0"
"Hulshout","2","0","1","0","0","1","0","0","0","0"
"Westerlo","4","2","2","1","3","3","1","1","0","0"
"Limburg","258","214","207","155","153","157","114","141","126","34"
"Limburg","258","214","207","155","153","157","114","141","126","34"
"KEMPENLAND","5","13","6","5","6","2","1","6","4","1"
"Hechtel-Eksel","3","1","1","2","1","1","1","1","0","0"
"Leopoldsburg","1","9","3","2","3","1","0","3","4","1"
"Peer","1","3","2","1","2","0","0","2","0","0"
"LIMBURG REGIO HOOFDSTAD","60","45","50","38","36","42","25","20","25","0"
"Diepenbeek","1","1","0","0","3","2","1","1","0","0"
"Halen","3","2","1","2","0","0","1","0","0","0"
"Hasselt","44","32","38","29","25","35","22","11","20","0"
"Herk-de-Stad","4","0","0","0","0","0","0","0","0","0"
"Lummen","1","2","2","6","0","0","1","1","2","0"
"Zonhoven","7","8","9","1","8","5","0","7","3","0"
"POLITIEZONE MAASLAND","7","10","7","6","6","9","3","3","5","1"
"Dilsen-Stokkem","2","4","3","3","3","6","1","3","1","1"
"Maaseik","5","6","4","3","3","3","2","0","4","0"
"PZ BERINGEN/HAM/TESSENDERLO","23","19","9","9","10","9","6","3","10","0"
"Beringen","13","11","6","6","7","5","4","2","8","0"
"Ham","9","1","2","1","0","1","0","1","2","0"
"Tessenderlo","1","7","1","2","3","3","2","0","0","0"
"PZ BILZEN/HOESELT/RIEMST","18","9","10","5","3","7","4","2","2","0"
"Bilzen","9","5","6","0","2","5","4","0","2","0"
"Hoeselt","2","1","0","0","0","0","0","1","0","0"
"Riemst","7","3","4","5","1","2","0","1","0","0"
"PZ CARMA","54","55","56","41","40","39","35","69","40","17"
"As","1","1","2","2","0","2","2","1","0","0"
"Bocholt","1","4","2","0","1","1","1","5","1","0"
"Bree","0","8","4","2","5","1","0","1","5","3"
"Genk","26","21","29","18","20","23","22","41","18","12"
"Houthalen-Helchteren","19","12","15","11","11","3","7","16","11","2"
"Kinrooi","2","4","3","3","1","1","3","1","3","0"
"Oudsbergen","1","3","1","4","1","7","0","2","2","0"
"Zutendaal","4","2","0","1","1","1","0","2","0","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","21","13","8","4","10","11","12","2","4","3"
"Gingelom","1","1","2","1","0","0","1","0","0","1"
"Nieuwerkerken","0","0","0","0","0","0","0","0","0","0"
"Sint-Truiden","20","12","6","3","10","11","11","2","4","2"
"PZ HAMONT-ACHEL/PELT","8","5","5","5","7","3","2","2","5","4"
"Hamont-Achel","3","3","0","1","1","2","2","1","1","2"
"Pelt","5","2","5","4","6","1","0","1","4","2"
"PZ HEUSDEN-ZOLDER","6","9","9","2","4","5","4","4","6","3"
"Heusden-Zolder","6","9","9","2","4","5","4","4","6","3"
"PZ KANTON BORGLOON","4","2","5","5","3","2","2","7","5","1"
"Alken","1","0","1","1","0","0","0","0","1","0"
"Borgloon","1","1","1","1","0","1","0","2","1","0"
"Heers","1","0","3","3","0","1","1","3","3","0"
"Kortessem","0","1","0","0","0","0","0","1","0","1"
"Wellen","1","0","0","0","3","0","1","1","0","0"
"PZ LANAKEN/MAASMECHELEN","22","28","22","20","18","15","12","13","10","3"
"Lanaken","7","7","7","10","5","8","5","4","3","2"
"Maasmechelen","15","21","15","10","13","7","7","9","7","1"
"PZ LOMMEL","8","1","7","9","6","5","2","7","7","1"
"Lommel","8","1","7","9","6","5","2","7","7","1"
"PZ VOEREN","1","0","0","0","0","1","0","0","0","0"
"Voeren","1","0","0","0","0","1","0","0","0","0"
"TONGEREN - HERSTAPPE","21","5","13","6","4","7","6","3","3","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","21","5","13","6","4","7","6","3","3","0"
"Oost-Vlaanderen","440","282","281","265","197","174","214","189","155","51"
"Oost-Vlaanderen","440","282","281","265","197","174","214","189","155","51"
"BRAKEL","3","2","2","2","0","1","2","0","1","2"
"Brakel","2","1","1","1","0","0","1","0","1","1"
"Horebeke","0","0","0","0","0","0","0","0","0","0"
"Maarkedal","1","1","1","0","0","0","1","0","0","0"
"Zwalm","0","0","0","1","0","1","0","0","0","1"
"BUGGENHOUT - LEBBEKE","7","2","0","2","2","1","2","5","0","0"
"Buggenhout","2","1","0","0","1","0","0","3","0","0"
"Lebbeke","5","1","0","2","1","1","2","2","0","0"
"GERAARDSBERGEN - LIERDE","7","7","5","3","1","5","3","4","5","0"
"Geraardsbergen","7","7","5","3","1","5","3","4","5","0"
"Lierde","0","0","0","0","0","0","0","0","0","0"
"LOKEREN","85","9","5","4","8","2","5","5","6","0"
"Lokeren","85","9","5","4","8","2","5","5","6","0"
"MEETJESLAND CENTRUM","12","3","6","3","1","2","2","4","3","2"
"Eeklo","9","3","5","2","1","2","1","3","2","2"
"Kaprijke","1","0","0","1","0","0","0","1","0","0"
"Sint-Laureins","2","0","1","0","0","0","1","0","1","0"
"POLITIE SINT-NIKLAAS","35","25","17","17","12","18","14","19","10","4"
"Sint-Niklaas","35","25","17","17","12","18","14","19","10","4"
"POLITIEZONE SCHELDE - LEIE","5","1","3","0","4","3","2","1","2","1"
"De Pinte","1","0","1","0","0","0","1","0","0","0"
"Gavere","1","0","1","0","1","1","1","0","0","1"
"Nazareth","0","1","1","0","3","2","0","0","2","0"
"Sint-Martens-Latem","3","0","0","0","0","0","0","1","0","0"
"PZ AALST","44","19","22","18","13","17","25","10","13","1"
"Aalst","44","19","22","18","13","17","25","10","13","1"
"PZ AALTER","1","0","2","0","3","1","0","0","1","0"
"Aalter","1","0","2","0","3","1","0","0","1","0"
"PZ ASSENEDE/EVERGEM","4","6","0","0","0","0","0","2","4","1"
"Assenede","3","2","0","0","0","0","0","0","0","0"
"Evergem","1","4","0","0","0","0","0","2","4","1"
"PZ BERLARE/ZELE","3","4","0","2","0","2","3","1","0","1"
"Berlare","1","1","0","1","0","1","0","1","0","0"
"Zele","2","3","0","1","0","1","3","0","0","1"
"PZ DEINZE/ZULTE/LIEVEGEM","9","6","3","5","2","4","4","6","4","0"
"Deinze","7","3","1","3","1","2","2","2","2","0"
"Lievegem","1","1","2","2","0","2","2","2","0","0"
"Zulte","1","2","0","0","1","0","0","2","2","0"
"PZ DENDERLEEUW/HAALTERT","1","9","16","4","1","2","4","3","2","1"
"Denderleeuw","1","8","15","3","1","0","3","0","2","0"
"Haaltert","0","1","1","1","0","2","1","3","0","1"
"PZ DENDERMONDE","8","2","5","6","3","3","4","6","5","5"
"Dendermonde","8","2","5","6","3","3","4","6","5","5"
"PZ ERPE-MERE/LEDE","4","4","3","3","2","2","4","2","0","1"
"Erpe-Mere","3","3","1","3","1","0","1","0","0","0"
"Lede","1","1","2","0","1","2","3","2","0","1"
"PZ GENT","120","129","137","128","102","68","75","58","61","20"
"Gent","120","129","137","128","102","68","75","58","61","20"
"PZ HAMME/WAASMUNSTER","12","5","4","3","1","4","4","2","1","0"
"Hamme","8","1","2","1","1","3","3","2","1","0"
"Waasmunster","4","4","2","2","0","1","1","0","0","0"
"PZ KRUIBEKE/TEMSE","17","2","13","9","5","6","6","9","4","0"
"Kruibeke","5","1","7","2","1","3","0","2","1","0"
"Temse","12","1","6","7","4","3","6","7","3","0"
"PZ MALDEGEM","2","3","2","1","0","1","0","0","2","0"
"Maldegem","2","3","2","1","0","1","0","0","2","0"
"PZ NINOVE","4","2","2","5","5","2","10","7","4","0"
"Ninove","4","2","2","5","5","2","10","7","4","0"
"PZ RONSE","11","3","7","7","8","7","14","5","3","4"
"Ronse","11","3","7","7","8","7","14","5","3","4"
"PZ WAASLAND-NOORD","17","7","4","14","7","9","8","8","6","0"
"Beveren","7","6","2","7","5","7","3","3","4","0"
"Sint-Gillis-Waas","5","1","1","1","1","1","3","2","1","0"
"Stekene","5","0","1","6","1","1","2","3","1","0"
"PZ WETTEREN LAARNE WICHELEN","7","4","4","5","4","4","4","5","1","4"
"Laarne","1","1","0","0","1","0","2","0","0","1"
"Wetteren","5","3","3","5","2","2","1","5","1","3"
"Wichelen","1","0","1","0","1","2","1","0","0","0"
"REGIO PUYENBROECK","6","10","4","5","1","3","4","4","9","0"
"Lochristi","3","0","0","1","0","0","0","1","3","0"
"Moerbeke","1","0","1","0","0","0","0","0","0","0"
"Wachtebeke","2","1","0","0","0","3","2","0","0","0"
"Zelzate","0","9","3","4","1","0","2","3","6","0"
"REGIO RHODE & SCHELDE","6","6","4","8","7","3","4","5","4","1"
"Destelbergen","4","0","2","1","6","0","3","2","3","1"
"Melle","1","2","1","4","0","1","0","1","1","0"
"Merelbeke","0","4","1","3","1","1","0","1","0","0"
"Oosterzele","1","0","0","0","0","1","1","1","0","0"
"VLAAMSE ARDENNEN","7","8","8","9","3","1","9","14","3","2"
"Kluisbergen","0","0","0","2","0","0","1","1","0","0"
"Kruisem","3","3","1","1","0","0","1","3","2","0"
"Oudenaarde","4","4","7","6","3","0","5","10","1","1"
"Wortegem-Petegem","0","1","0","0","0","1","2","0","0","1"
"ZOTTEGEM HERZELE StLHOUTEM","3","4","3","2","2","3","2","4","1","1"
"Herzele","0","2","3","0","1","1","1","2","0","0"
"Sint-Lievens-Houtem","0","0","0","0","0","0","1","0","0","0"
"Zottegem","3","2","0","2","1","2","0","2","1","1"
"Vlaams Brabant","463","257","188","222","205","209","182","195","128","38"
"Brussel (Halle-Vilvoorde)","341","190","140","138","132","155","113","124","92","26"
"Geen PZ toegekend - Brussels Airport","2","1","0","1","1","0","0","0","1","0"
"Brussels Airport","2","1","0","1","1","0","0","0","1","0"
"KASTZE","20","12","9","10","3","9","3","3","4","1"
"Kampenhout","4","2","2","2","1","1","0","0","2","0"
"Steenokkerzeel","6","4","1","1","1","2","2","1","0","0"
"Zemst","10","6","6","7","1","6","1","2","2","1"
"PAJOTTENLAND","6","8","3","4","0","1","0","3","0","0"
"Bever","0","0","0","1","0","0","0","2","0","0"
"Galmaarden","3","1","0","0","0","1","0","0","0","0"
"Gooik","2","3","0","2","0","0","0","1","0","0"
"Herne","0","0","0","1","0","0","0","0","0","0"
"Lennik","1","4","3","0","0","0","0","0","0","0"
"Pepingen","0","0","0","0","0","0","0","0","0","0"
"POL AMOW","44","16","26","22","17","24","14","25","15","2"
"Asse","17","8","10","5","8","12","6","11","6","1"
"Merchtem","4","3","5","5","2","2","0","1","1","0"
"Opwijk","1","1","1","0","3","4","1","3","1","0"
"Wemmel","22","4","10","12","4","6","7","10","7","1"
"POLITIEZONE K-L-M","27","7","8","8","4","7","0","5","2","1"
"Kapelle-op-den-Bos","4","1","1","1","0","1","0","0","1","1"
"Londerzeel","6","2","2","5","0","4","0","1","0","0"
"Meise","17","4","5","2","4","2","0","4","1","0"
"POLITIEZONE TARL","11","10","8","4","9","8","2","4","5","3"
"Affligem","3","3","4","1","0","4","1","0","2","0"
"Liedekerke","1","1","1","0","2","0","0","2","1","1"
"Roosdaal","1","2","0","0","1","1","0","2","0","0"
"Ternat","6","4","3","3","6","3","1","0","2","2"
"PZ DILBEEK","28","11","8","11","18","17","12","17","10","0"
"Dilbeek","28","11","8","11","18","17","12","17","10","0"
"PZ DRUIVENSTREEK","26","9","4","7","3","6","4","1","4","3"
"Hoeilaart","7","1","0","4","1","2","1","0","1","0"
"Overijse","19","8","4","3","2","4","3","1","3","3"
"PZ GRIMBERGEN","16","18","8","7","6","14","6","8","7","0"
"Grimbergen","16","18","8","7","6","14","6","8","7","0"
"PZ ZAVENTEM","29","14","10","8","11","13","8","5","5","3"
"Zaventem","29","14","10","8","11","13","8","5","5","3"
"PZ ZENNEVALLEI","57","39","31","23","25","23","31","26","21","5"
"Beersel","18","11","3","8","9","7","6","7","2","1"
"Halle","33","15","15","7","13","9","10","9","12","1"
"Sint-Pieters-Leeuw","6","13","13","8","3","7","15","10","7","3"
"VILVOORDE - MACHELEN","36","28","19","20","20","24","25","11","11","2"
"Machelen","9","7","6","4","2","7","3","3","6","0"
"Vilvoorde","27","21","13","16","18","17","22","8","5","2"
"WOKRA","14","7","2","4","8","6","2","5","4","0"
"Kraainem","12","5","1","3","3","3","2","4","2","0"
"Wezembeek-Oppem","2","2","1","1","5","3","0","1","2","0"
"ZONE RODE","25","10","4","9","7","3","6","11","3","6"
"Drogenbos","4","4","4","2","4","1","3","6","2","2"
"Linkebeek","3","3","0","3","2","1","1","2","1","4"
"Sint-Genesius-Rode","18","3","0","4","1","1","2","3","0","0"
"Leuven","122","67","48","84","73","54","69","71","36","12"
"DEMERDAL - DSZ","11","3","4","9","8","3","9","5","0","3"
"Diest","8","2","2","8","7","2","8","5","0","3"
"Scherpenheuvel-Zichem","3","1","2","1","1","1","1","0","0","0"
"HAACHT","5","3","3","2","2","0","3","3","5","0"
"Boortmeerbeek","1","1","0","1","0","0","0","2","2","0"
"Haacht","2","1","2","0","1","0","2","1","0","0"
"Keerbergen","2","1","1","1","1","0","1","0","3","0"
"HERKO","11","4","2","2","4","5","4","2","1","0"
"Herent","5","1","0","2","1","4","2","0","0","0"
"Kortenberg","6","3","2","0","3","1","2","2","1","0"
"POLITIEZONE AARSCHOT","5","1","3","2","6","2","3","0","2","0"
"Aarschot","5","1","3","2","6","2","3","0","2","0"
"POLITIEZONE BRT","3","1","2","2","1","1","2","1","2","2"
"Begijnendijk","1","0","1","1","0","0","1","0","0","0"
"Rotselaar","1","0","1","1","1","1","0","1","1","1"
"Tremelo","1","1","0","0","0","0","1","0","1","1"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","2","4","2","2","1","3","1","5","1","0"
"Bierbeek","1","0","0","1","0","1","1","1","0","0"
"Boutersem","0","2","1","0","1","1","0","1","1","0"
"Holsbeek","0","2","1","0","0","0","0","0","0","0"
"Lubbeek","1","0","0","1","0","1","0","3","0","0"
"PZ GETEVALLEI","18","2","3","6","3","5","12","10","3","1"
"Hoegaarden","0","0","1","2","0","0","0","1","0","0"
"Landen","1","1","0","0","2","2","4","3","1","0"
"Linter","1","0","0","0","0","0","0","0","0","0"
"Tienen","16","1","2","4","1","2","8","3","2","1"
"Zoutleeuw","0","0","0","0","0","1","0","3","0","0"
"PZ LEUVEN","28","43","22","52","42","29","32","39","19","3"
"Leuven","28","43","22","52","42","29","32","39","19","3"
"PZ VOER EN DIJLE","38","6","6","6","3","2","2","6","1","2"
"Bertem","1","0","1","1","0","1","1","0","0","1"
"Huldenberg","0","1","0","0","0","0","1","1","0","0"
"Oud-Heverlee","1","2","1","2","1","0","0","0","0","0"
"Tervuren","36","3","4","3","2","1","0","5","1","1"
"ZONE HAGELAND","1","0","1","1","3","4","1","0","2","1"
"Bekkevoort","0","0","0","0","0","1","0","0","0","0"
"Geetbets","0","0","0","1","1","1","0","0","2","0"
"Glabbeek","1","0","1","0","0","2","0","0","0","0"
"Kortenaken","0","0","0","0","2","0","0","0","0","1"
"Tielt-Winge","0","0","0","0","0","0","1","0","0","0"
"West-Vlaanderen","219","172","198","150","136","133","135","112","131","26"
"West-Vlaanderen","219","172","198","150","136","133","135","112","131","26"
"GAVERS","1","4","6","5","1","6","4","3","3","0"
"Deerlijk","0","0","4","3","0","3","0","1","1","0"
"Harelbeke","1","4","2","2","1","3","4","2","2","0"
"GRENSLEIE","16","10","26","27","19","12","14","11","9","3"
"Ledegem","0","1","1","1","1","1","0","0","2","0"
"Menen","12","7","19","17","10","10","13","9","4","3"
"Wevelgem","4","2","6","9","8","1","1","2","3","0"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","2","4","3","0","3","2","4","2","4","1"
"Dentergem","0","0","0","0","0","0","1","1","1","0"
"Ingelmunster","0","1","2","0","2","1","2","0","0","1"
"Meulebeke","2","0","0","0","1","0","0","1","0","0"
"Oostrozebeke","0","0","0","0","0","0","0","0","0","0"
"Wielsbeke","0","3","1","0","0","1","1","0","3","0"
"MIRA","10","8","7","13","8","6","7","2","8","1"
"Anzegem","0","3","0","2","0","1","0","0","1","0"
"Avelgem","0","2","3","1","0","0","1","0","0","0"
"Spiere-Helkijn","0","0","0","2","0","0","0","0","0","1"
"Waregem","9","3","3","6","5","3","4","1","4","0"
"Zwevegem","1","0","1","2","3","2","2","1","3","0"
"POLDER","1","1","1","1","2","3","2","1","5","0"
"Diksmuide","1","1","1","1","2","1","1","1","2","0"
"Houthulst","0","0","0","0","0","0","0","0","0","0"
"Koekelare","0","0","0","0","0","1","0","0","2","0"
"Kortemark","0","0","0","0","0","1","1","0","1","0"
"POLITIEZONE ARRO IEPER","7","15","17","6","11","9","11","8","12","4"
"Heuvelland","0","1","2","0","0","2","3","0","0","0"
"Ieper","5","3","4","1","0","3","1","6","8","2"
"Langemark-Poelkapelle","0","0","1","0","0","0","0","0","0","0"
"Mesen","0","0","0","0","0","1","0","0","0","0"
"Moorslede","0","1","1","0","2","0","1","1","0","0"
"Poperinge","0","2","2","1","2","1","0","0","1","0"
